currency,date,rate
CAD,2020-01-01,0.770683
CAD,2020-01-02,0.77009
CAD,2020-01-03,0.769808
CAD,2020-01-04,0.769808
CAD,2020-01-05,0.769906
CAD,2020-01-06,0.771346
CAD,2020-01-07,0.769015
CAD,2020-01-08,0.767051
CAD,2020-01-09,0.765518
CAD,2020-01-10,0.766178
CAD,2020-01-11,0.766046
CAD,2020-01-12,0.765328
CAD,2020-01-13,0.765902
CAD,2020-01-14,0.765336
CAD,2020-01-15,0.766842
CAD,2020-01-16,0.766783
CAD,2020-01-17,0.765284
CAD,2020-01-18,0.765284
CAD,2020-01-19,0.765436
CAD,2020-01-20,0.766521
CAD,2020-01-21,0.764856
CAD,2020-01-22,0.760948
CAD,2020-01-23,0.761644
CAD,2020-01-24,0.760601
CAD,2020-01-25,0.760601
CAD,2020-01-26,0.75982
CAD,2020-01-27,0.758251
CAD,2020-01-28,0.759622
CAD,2020-01-29,0.757604
CAD,2020-01-30,0.756896
CAD,2020-01-31,0.755581
CAD,2020-02-01,0.755581
CAD,2020-02-02,0.755216
CAD,2020-02-03,0.752077
CAD,2020-02-04,0.752816
CAD,2020-02-05,0.752737
CAD,2020-02-06,0.752644
CAD,2020-02-07,0.75149
CAD,2020-02-08,0.75149
CAD,2020-02-09,0.751287
CAD,2020-02-10,0.750779
CAD,2020-02-11,0.752397
CAD,2020-02-12,0.754336
CAD,2020-02-13,0.753812
CAD,2020-02-14,0.754711
CAD,2020-02-15,0.754711
CAD,2020-02-16,0.754936
CAD,2020-02-17,0.75543
CAD,2020-02-18,0.754452
CAD,2020-02-19,0.756358
CAD,2020-02-20,0.754128
CAD,2020-02-21,0.756249
CAD,2020-02-22,0.756249
CAD,2020-02-23,0.754481
CAD,2020-02-24,0.752545
CAD,2020-02-25,0.753001
CAD,2020-02-26,0.749297
CAD,2020-02-27,0.746991
CAD,2020-02-28,0.745384
CAD,2020-02-29,0.745384
CAD,2020-03-01,0.745818
CAD,2020-03-02,0.750396
CAD,2020-03-03,0.747451
CAD,2020-03-04,0.747097
CAD,2020-03-05,0.746583
CAD,2020-03-06,0.744762
CAD,2020-03-07,0.744762
CAD,2020-03-08,0.734036
CAD,2020-03-09,0.732099
CAD,2020-03-10,0.728202
CAD,2020-03-11,0.725926
CAD,2020-03-12,0.717105
CAD,2020-03-13,0.722465
CAD,2020-03-14,0.722465
CAD,2020-03-15,0.724672
CAD,2020-03-16,0.71371
CAD,2020-03-17,0.702181
CAD,2020-03-18,0.692195
CAD,2020-03-19,0.689646
CAD,2020-03-20,0.696064
CAD,2020-03-21,0.696064
CAD,2020-03-22,0.691438
CAD,2020-03-23,0.690617
CAD,2020-03-24,0.692485
CAD,2020-03-25,0.703324
CAD,2020-03-26,0.712327
CAD,2020-03-27,0.713139
CAD,2020-03-28,0.713139
CAD,2020-03-29,0.711893
CAD,2020-03-30,0.705201
CAD,2020-03-31,0.710202
CAD,2020-04-01,0.706551
CAD,2020-04-02,0.707677
CAD,2020-04-03,0.704052
CAD,2020-04-04,0.704052
CAD,2020-04-05,0.701582
CAD,2020-04-06,0.708568
CAD,2020-04-07,0.713445
CAD,2020-04-08,0.714059
CAD,2020-04-09,0.714921
CAD,2020-04-10,0.716666
CAD,2020-04-11,0.716666
CAD,2020-04-12,0.715827
CAD,2020-04-13,0.720783
CAD,2020-04-14,0.720381
CAD,2020-04-15,0.708228
CAD,2020-04-16,0.712243
CAD,2020-04-17,0.714094
CAD,2020-04-18,0.714107
CAD,2020-04-19,0.711718
CAD,2020-04-20,0.707942
CAD,2020-04-21,0.704647
CAD,2020-04-22,0.704885
CAD,2020-04-23,0.710858
CAD,2020-04-24,0.709303
CAD,2020-04-25,0.708951
CAD,2020-04-26,0.708692
CAD,2020-04-27,0.712385
CAD,2020-04-28,0.715141
CAD,2020-04-29,0.720703
CAD,2020-04-30,0.716661
CAD,2020-05-01,0.701139
CAD,2020-05-02,0.70109
CAD,2020-05-03,0.707404
CAD,2020-05-04,0.70999
CAD,2020-05-05,0.712126
CAD,2020-05-06,0.70597
CAD,2020-05-07,0.715794
CAD,2020-05-08,0.713445
CAD,2020-05-09,0.713394
CAD,2020-05-10,0.718122
CAD,2020-05-11,0.713241
CAD,2020-05-12,0.710147
CAD,2020-05-13,0.709648
CAD,2020-05-14,0.712479
CAD,2020-05-15,0.708715
CAD,2020-05-16,0.708715
CAD,2020-05-17,0.709547
CAD,2020-05-18,0.717283
CAD,2020-05-19,0.717432
CAD,2020-05-20,0.719168
CAD,2020-05-21,0.716982
CAD,2020-05-22,0.714566
CAD,2020-05-23,0.714566
CAD,2020-05-24,0.714996
CAD,2020-05-25,0.715704
CAD,2020-05-26,0.725497
CAD,2020-05-27,0.726974
CAD,2020-05-28,0.725874
CAD,2020-05-29,0.726135
CAD,2020-05-30,0.726135
CAD,2020-05-31,0.725747
CAD,2020-06-01,0.736217
CAD,2020-06-02,0.740146
CAD,2020-06-03,0.741043
CAD,2020-06-04,0.740628
CAD,2020-06-05,0.744407
CAD,2020-06-06,0.744407
CAD,2020-06-07,0.746622
CAD,2020-06-08,0.747915
CAD,2020-06-09,0.744907
CAD,2020-06-10,0.744671
CAD,2020-06-11,0.733229
CAD,2020-06-12,0.735916
CAD,2020-06-13,0.735916
CAD,2020-06-14,0.733237
CAD,2020-06-15,0.738861
CAD,2020-06-16,0.738883
CAD,2020-06-17,0.736559
CAD,2020-06-18,0.735659
CAD,2020-06-19,0.734914
CAD,2020-06-20,0.734914
CAD,2020-06-21,0.734241
CAD,2020-06-22,0.740595
CAD,2020-06-23,0.738408
CAD,2020-06-24,0.732909
CAD,2020-06-25,0.733272
CAD,2020-06-26,0.730015
CAD,2020-06-27,0.730015
CAD,2020-06-28,0.731026
CAD,2020-06-29,0.732223
CAD,2020-06-30,0.736654
CAD,2020-07-01,0.735646
CAD,2020-07-02,0.73689
CAD,2020-07-03,0.736515
CAD,2020-07-04,0.736515
CAD,2020-07-05,0.737999
CAD,2020-07-06,0.738593
CAD,2020-07-07,0.734943
CAD,2020-07-08,0.739776
CAD,2020-07-09,0.736241
CAD,2020-07-10,0.735681
CAD,2020-07-11,0.735916
CAD,2020-07-12,0.735349
CAD,2020-07-13,0.734686
CAD,2020-07-14,0.735308
CAD,2020-07-15,0.740316
CAD,2020-07-16,0.736822
CAD,2020-07-17,0.736317
CAD,2020-07-18,0.736317
CAD,2020-07-19,0.736643
CAD,2020-07-20,0.739352
CAD,2020-07-21,0.743597
CAD,2020-07-22,0.745293
CAD,2020-07-23,0.746035
CAD,2020-07-24,0.745295
CAD,2020-07-25,0.745295
CAD,2020-07-26,0.745279
CAD,2020-07-27,0.749664
CAD,2020-07-28,0.747387
CAD,2020-07-29,0.749493
CAD,2020-07-30,0.745526
CAD,2020-07-31,0.745629
CAD,2020-08-01,0.745629
CAD,2020-08-02,0.746366
CAD,2020-08-03,0.746464
CAD,2020-08-04,0.752069
CAD,2020-08-05,0.753855
CAD,2020-08-06,0.750816
CAD,2020-08-07,0.747242
CAD,2020-08-08,0.747186
CAD,2020-08-09,0.746946
CAD,2020-08-10,0.74882
CAD,2020-08-11,0.751261
CAD,2020-08-12,0.755062
CAD,2020-08-13,0.756403
CAD,2020-08-14,0.754236
CAD,2020-08-15,0.754236
CAD,2020-08-16,0.754512
CAD,2020-08-17,0.756287
CAD,2020-08-18,0.760187
CAD,2020-08-19,0.756845
CAD,2020-08-20,0.759143
CAD,2020-08-21,0.758863
CAD,2020-08-22,0.758863
CAD,2020-08-23,0.758674
CAD,2020-08-24,0.756541
CAD,2020-08-25,0.759561
CAD,2020-08-26,0.761006
CAD,2020-08-27,0.762053
CAD,2020-08-28,0.763455
CAD,2020-08-29,0.763455
CAD,2020-08-30,0.76445
CAD,2020-08-31,0.767018
CAD,2020-09-01,0.765961
CAD,2020-09-02,0.766483
CAD,2020-09-03,0.761012
CAD,2020-09-04,0.765433
CAD,2020-09-05,0.765433
CAD,2020-09-06,0.764722
CAD,2020-09-07,0.763583
CAD,2020-09-08,0.755313
CAD,2020-09-09,0.760291
CAD,2020-09-10,0.758159
CAD,2020-09-11,0.758811
CAD,2020-09-12,0.758811
CAD,2020-09-13,0.758607
CAD,2020-09-14,0.758895
CAD,2020-09-15,0.757963
CAD,2020-09-16,0.75859
CAD,2020-09-17,0.760396
CAD,2020-09-18,0.757369
CAD,2020-09-19,0.757369
CAD,2020-09-20,0.757662
CAD,2020-09-21,0.751738
CAD,2020-09-22,0.751908
CAD,2020-09-23,0.747027
CAD,2020-09-24,0.748965
CAD,2020-09-25,0.746957
CAD,2020-09-26,0.746957
CAD,2020-09-27,0.747339
CAD,2020-09-28,0.748657
CAD,2020-09-29,0.747125
CAD,2020-09-30,0.751417
CAD,2020-10-01,0.752644
CAD,2020-10-02,0.751171
CAD,2020-10-03,0.751171
CAD,2020-10-04,0.752247
CAD,2020-10-05,0.754176
CAD,2020-10-06,0.750627
CAD,2020-10-07,0.754159
CAD,2020-10-08,0.758009
CAD,2020-10-09,0.762236
CAD,2020-10-10,0.762236
CAD,2020-10-11,0.76147
CAD,2020-10-12,0.762611
CAD,2020-10-13,0.760922
CAD,2020-10-14,0.760369
CAD,2020-10-15,0.755971
CAD,2020-10-16,0.758216
CAD,2020-10-17,0.758216
CAD,2020-10-18,0.758711
CAD,2020-10-19,0.758119
CAD,2020-10-20,0.762146
CAD,2020-10-21,0.760222
CAD,2020-10-22,0.761177
CAD,2020-10-23,0.761786
CAD,2020-10-24,0.761786
CAD,2020-10-25,0.760566
CAD,2020-10-26,0.75716
CAD,2020-10-27,0.758187
CAD,2020-10-28,0.751253
CAD,2020-10-29,0.750957
CAD,2020-10-30,0.750354
CAD,2020-10-31,0.750354
CAD,2020-11-01,0.748122
CAD,2020-11-02,0.756381
CAD,2020-11-03,0.762945
CAD,2020-11-04,0.761702
CAD,2020-11-05,0.764278
CAD,2020-11-06,0.767722
CAD,2020-11-07,0.767722
CAD,2020-11-08,0.767896
CAD,2020-11-09,0.768743
CAD,2020-11-10,0.767321
CAD,2020-11-11,0.765808
CAD,2020-11-12,0.761113
CAD,2020-11-13,0.761011
CAD,2020-11-14,0.761011
CAD,2020-11-15,0.762041
CAD,2020-11-16,0.76478
CAD,2020-11-17,0.763018
CAD,2020-11-18,0.764231
CAD,2020-11-19,0.764173
CAD,2020-11-20,0.763667
CAD,2020-11-21,0.763667
CAD,2020-11-22,0.764339
CAD,2020-11-23,0.764827
CAD,2020-11-24,0.769417
CAD,2020-11-25,0.768965
CAD,2020-11-26,0.767975
CAD,2020-11-27,0.769497
CAD,2020-11-28,0.769497
CAD,2020-11-29,0.770211
CAD,2020-11-30,0.769684
CAD,2020-12-01,0.773165
CAD,2020-12-02,0.774138
CAD,2020-12-03,0.777276
CAD,2020-12-04,0.78198
CAD,2020-12-05,0.78198
CAD,2020-12-06,0.782445
CAD,2020-12-07,0.780975
CAD,2020-12-08,0.780235
CAD,2020-12-09,0.779588
CAD,2020-12-10,0.7848
CAD,2020-12-11,0.782604
CAD,2020-12-12,0.782604
CAD,2020-12-13,0.784225
CAD,2020-12-14,0.783653
CAD,2020-12-15,0.787374
CAD,2020-12-16,0.784464
CAD,2020-12-17,0.785432
CAD,2020-12-18,0.781891
CAD,2020-12-19,0.781891
CAD,2020-12-20,0.780552
CAD,2020-12-21,0.777989
CAD,2020-12-22,0.775573
CAD,2020-12-23,0.778455
CAD,2020-12-24,0.777515
CAD,2020-12-25,0.776789
CAD,2020-12-26,0.776789
CAD,2020-12-27,0.778768
CAD,2020-12-28,0.778664
CAD,2020-12-29,0.779882
CAD,2020-12-30,0.784243
CAD,2020-12-31,0.785543
CAD,2021-01-01,0.78496
CAD,2021-01-02,0.78496
CAD,2021-01-03,0.785966
CAD,2021-01-04,0.782258
CAD,2021-01-05,0.788945
CAD,2021-01-06,0.789525
CAD,2021-01-07,0.788354
CAD,2021-01-08,0.787169
CAD,2021-01-09,0.787485
CAD,2021-01-10,0.785429
CAD,2021-01-11,0.782877
CAD,2021-01-12,0.786897
CAD,2021-01-13,0.787491
CAD,2021-01-14,0.790629
CAD,2021-01-15,0.786241
CAD,2021-01-16,0.78476
CAD,2021-01-17,0.78334
CAD,2021-01-18,0.784283
CAD,2021-01-19,0.785944
CAD,2021-01-20,0.79186
CAD,2021-01-21,0.790595
CAD,2021-01-22,0.785204
CAD,2021-01-23,0.785204
CAD,2021-01-24,0.785913
CAD,2021-01-25,0.785031
CAD,2021-01-26,0.787755
CAD,2021-01-27,0.780123
CAD,2021-01-28,0.779341
CAD,2021-01-29,0.782503
CAD,2021-01-30,0.782503
CAD,2021-01-31,0.781054
CAD,2021-02-01,0.778301
CAD,2021-02-02,0.782072
CAD,2021-02-03,0.782139
CAD,2021-02-04,0.779827
CAD,2021-02-05,0.784243
CAD,2021-02-06,0.784243
CAD,2021-02-07,0.783733
CAD,2021-02-08,0.785019
CAD,2021-02-09,0.787529
CAD,2021-02-10,0.787495
CAD,2021-02-11,0.787312
CAD,2021-02-12,0.787556
CAD,2021-02-13,0.787494
CAD,2021-02-14,0.788125
CAD,2021-02-15,0.791387
CAD,2021-02-16,0.786689
CAD,2021-02-17,0.787318
CAD,2021-02-18,0.788497
CAD,2021-02-19,0.792845
CAD,2021-02-20,0.792675
CAD,2021-02-21,0.793679
CAD,2021-02-22,0.793047
CAD,2021-02-23,0.794064
CAD,2021-02-24,0.799332
CAD,2021-02-25,0.792937
CAD,2021-02-26,0.784822
CAD,2021-02-27,0.784822
CAD,2021-02-28,0.787585
CAD,2021-03-01,0.790955
CAD,2021-03-02,0.791324
CAD,2021-03-03,0.789169
CAD,2021-03-04,0.788721
CAD,2021-03-05,0.790261
CAD,2021-03-06,0.790261
CAD,2021-03-07,0.791581
CAD,2021-03-08,0.789967
CAD,2021-03-09,0.79082
CAD,2021-03-10,0.792358
CAD,2021-03-11,0.797941
CAD,2021-03-12,0.801442
CAD,2021-03-13,0.801442
CAD,2021-03-14,0.801899
CAD,2021-03-15,0.801443
CAD,2021-03-16,0.803629
CAD,2021-03-17,0.80694
CAD,2021-03-18,0.800528
CAD,2021-03-19,0.798562
CAD,2021-03-20,0.798562
CAD,2021-03-21,0.798528
CAD,2021-03-22,0.798642
CAD,2021-03-23,0.794246
CAD,2021-03-24,0.794938
CAD,2021-03-25,0.793484
CAD,2021-03-26,0.792864
CAD,2021-03-27,0.792864
CAD,2021-03-28,0.794594
CAD,2021-03-29,0.794177
CAD,2021-03-30,0.792236
CAD,2021-03-31,0.795849
CAD,2021-04-01,0.796962
CAD,2021-04-02,0.79508
CAD,2021-04-03,0.79508
CAD,2021-04-04,0.79576
CAD,2021-04-05,0.7987
CAD,2021-04-06,0.795409
CAD,2021-04-07,0.792739
CAD,2021-04-08,0.795947
CAD,2021-04-09,0.798062
CAD,2021-04-10,0.798116
CAD,2021-04-11,0.79797
CAD,2021-04-12,0.796083
CAD,2021-04-13,0.79761
CAD,2021-04-14,0.798754
CAD,2021-04-15,0.797118
CAD,2021-04-16,0.799645
CAD,2021-04-17,0.799584
CAD,2021-04-18,0.799035
CAD,2021-04-19,0.798559
CAD,2021-04-20,0.792855
CAD,2021-04-21,0.79976
CAD,2021-04-22,0.799763
CAD,2021-04-23,0.801597
CAD,2021-04-24,0.801635
CAD,2021-04-25,0.800737
CAD,2021-04-26,0.80668
CAD,2021-04-27,0.806071
CAD,2021-04-28,0.812774
CAD,2021-04-29,0.814568
CAD,2021-04-30,0.813666
CAD,2021-05-01,0.813769
CAD,2021-05-02,0.814322
CAD,2021-05-03,0.814296
CAD,2021-05-04,0.812843
CAD,2021-05-05,0.815102
CAD,2021-05-06,0.822676
CAD,2021-05-07,0.824042
CAD,2021-05-08,0.824042
CAD,2021-05-09,0.825457
CAD,2021-05-10,0.826805
CAD,2021-05-11,0.826682
CAD,2021-05-12,0.825048
CAD,2021-05-13,0.82175
CAD,2021-05-14,0.825879
CAD,2021-05-15,0.825879
CAD,2021-05-16,0.825535
CAD,2021-05-17,0.828947
CAD,2021-05-18,0.828366
CAD,2021-05-19,0.824215
CAD,2021-05-20,0.828943
CAD,2021-05-21,0.828782
CAD,2021-05-22,0.828782
CAD,2021-05-23,0.828535
CAD,2021-05-24,0.82991
CAD,2021-05-25,0.828741
CAD,2021-05-26,0.824436
CAD,2021-05-27,0.828463
CAD,2021-05-28,0.828223
CAD,2021-05-29,0.828223
CAD,2021-05-30,0.827876
CAD,2021-05-31,0.829115
CAD,2021-06-01,0.828466
CAD,2021-06-02,0.83052
CAD,2021-06-03,0.825798
CAD,2021-06-04,0.827664
CAD,2021-06-05,0.827664
CAD,2021-06-06,0.828092
CAD,2021-06-07,0.827232
CAD,2021-06-08,0.825624
CAD,2021-06-09,0.82542
CAD,2021-06-10,0.826754
CAD,2021-06-11,0.822764
CAD,2021-06-12,0.822764
CAD,2021-06-13,0.82247
CAD,2021-06-14,0.823489
CAD,2021-06-15,0.820671
CAD,2021-06-16,0.814316
CAD,2021-06-17,0.810107
CAD,2021-06-18,0.80204
CAD,2021-06-19,0.80204
CAD,2021-06-20,0.80339
CAD,2021-06-21,0.808371
CAD,2021-06-22,0.812292
CAD,2021-06-23,0.812668
CAD,2021-06-24,0.81154
CAD,2021-06-25,0.813402
CAD,2021-06-26,0.813402
CAD,2021-06-27,0.813524
CAD,2021-06-28,0.810711
CAD,2021-06-29,0.806614
CAD,2021-06-30,0.80681
CAD,2021-07-01,0.803804
CAD,2021-07-02,0.811547
CAD,2021-07-03,0.811586
CAD,2021-07-04,0.810866
CAD,2021-07-05,0.810405
CAD,2021-07-06,0.802662
CAD,2021-07-07,0.801051
CAD,2021-07-08,0.798116
CAD,2021-07-09,0.803155
CAD,2021-07-10,0.803309
CAD,2021-07-11,0.803245
CAD,2021-07-12,0.802858
CAD,2021-07-13,0.798642
CAD,2021-07-14,0.798955
CAD,2021-07-15,0.794158
CAD,2021-07-16,0.792776
CAD,2021-07-17,0.793059
CAD,2021-07-18,0.79255
CAD,2021-07-19,0.784406
CAD,2021-07-20,0.788799
CAD,2021-07-21,0.795488
CAD,2021-07-22,0.795941
CAD,2021-07-23,0.79583
CAD,2021-07-24,0.795893
CAD,2021-07-25,0.795653
CAD,2021-07-26,0.797289
CAD,2021-07-27,0.794187
CAD,2021-07-28,0.79869
CAD,2021-07-29,0.803171
CAD,2021-07-30,0.801452
CAD,2021-07-31,0.801452
CAD,2021-08-01,0.801966
CAD,2021-08-02,0.799862
CAD,2021-08-03,0.79782
CAD,2021-08-04,0.797076
CAD,2021-08-05,0.799971
CAD,2021-08-06,0.796518
CAD,2021-08-07,0.796518
CAD,2021-08-08,0.795361
CAD,2021-08-09,0.795178
CAD,2021-08-10,0.798655
CAD,2021-08-11,0.799393
CAD,2021-08-12,0.79861
CAD,2021-08-13,0.799076
CAD,2021-08-14,0.799076
CAD,2021-08-15,0.79869
CAD,2021-08-16,0.795444
CAD,2021-08-17,0.791919
CAD,2021-08-18,0.789705
CAD,2021-08-19,0.779305
CAD,2021-08-20,0.780278
CAD,2021-08-21,0.779882
CAD,2021-08-22,0.779593
CAD,2021-08-23,0.79028
CAD,2021-08-24,0.793774
CAD,2021-08-25,0.794328
CAD,2021-08-26,0.788401
CAD,2021-08-27,0.792151
CAD,2021-08-28,0.792151
CAD,2021-08-29,0.792842
CAD,2021-08-30,0.79316
CAD,2021-08-31,0.792603
CAD,2021-09-01,0.792365
CAD,2021-09-02,0.796676
CAD,2021-09-03,0.798377
CAD,2021-09-04,0.798377
CAD,2021-09-05,0.798011
CAD,2021-09-06,0.797926
CAD,2021-09-07,0.790742
CAD,2021-09-08,0.787718
CAD,2021-09-09,0.789674
CAD,2021-09-10,0.788
CAD,2021-09-11,0.788
CAD,2021-09-12,0.788578
CAD,2021-09-13,0.79067
CAD,2021-09-14,0.787867
CAD,2021-09-15,0.792384
CAD,2021-09-16,0.788473
CAD,2021-09-17,0.783144
CAD,2021-09-18,0.783144
CAD,2021-09-19,0.783226
CAD,2021-09-20,0.781033
CAD,2021-09-21,0.779949
CAD,2021-09-22,0.782164
CAD,2021-09-23,0.789768
CAD,2021-09-24,0.789845
CAD,2021-09-25,0.789845
CAD,2021-09-26,0.790509
CAD,2021-09-27,0.791859
CAD,2021-09-28,0.788693
CAD,2021-09-29,0.78416
CAD,2021-09-30,0.788239
CAD,2021-10-01,0.790526
CAD,2021-10-02,0.790526
CAD,2021-10-03,0.791831
CAD,2021-10-04,0.794082
CAD,2021-10-05,0.794657
CAD,2021-10-06,0.794467
CAD,2021-10-07,0.796898
CAD,2021-10-08,0.801789
CAD,2021-10-09,0.801828
CAD,2021-10-10,0.801057
CAD,2021-10-11,0.801253
CAD,2021-10-12,0.801497
CAD,2021-10-13,0.803852
CAD,2021-10-14,0.808114
CAD,2021-10-15,0.80793
CAD,2021-10-16,0.80793
CAD,2021-10-17,0.808113
CAD,2021-10-18,0.808113
CAD,2021-10-19,0.809353
CAD,2021-10-20,0.811363
CAD,2021-10-21,0.80844
CAD,2021-10-22,0.808594
CAD,2021-10-23,0.808571
CAD,2021-10-24,0.808215
CAD,2021-10-25,0.807771
CAD,2021-10-26,0.807093
CAD,2021-10-27,0.808391
CAD,2021-10-28,0.809982
CAD,2021-10-29,0.8072
CAD,2021-10-30,0.8072
CAD,2021-10-31,0.807549
CAD,2021-11-01,0.808009
CAD,2021-11-02,0.805769
CAD,2021-11-03,0.807856
CAD,2021-11-04,0.802987
CAD,2021-11-05,0.8026
CAD,2021-11-06,0.8026
CAD,2021-11-07,0.803371
CAD,2021-11-08,0.803503
CAD,2021-11-09,0.804075
CAD,2021-11-10,0.800672
CAD,2021-11-11,0.79436
CAD,2021-11-12,0.796762
CAD,2021-11-13,0.796762
CAD,2021-11-14,0.79707
CAD,2021-11-15,0.79907
CAD,2021-11-16,0.795744
CAD,2021-11-17,0.792864
CAD,2021-11-18,0.79344
CAD,2021-11-19,0.790882
CAD,2021-11-20,0.790882
CAD,2021-11-21,0.790242
CAD,2021-11-22,0.787213
CAD,2021-11-23,0.788808
CAD,2021-11-24,0.789858
CAD,2021-11-25,0.789646
CAD,2021-11-26,0.781524
CAD,2021-11-27,0.781524
CAD,2021-11-28,0.78566
CAD,2021-11-29,0.785062
CAD,2021-11-30,0.782659
CAD,2021-12-01,0.780594
CAD,2021-12-02,0.780094
CAD,2021-12-03,0.778792
CAD,2021-12-04,0.778792
CAD,2021-12-05,0.780059
CAD,2021-12-06,0.783549
CAD,2021-12-07,0.790857
CAD,2021-12-08,0.790232
CAD,2021-12-09,0.786828
CAD,2021-12-10,0.785895
CAD,2021-12-11,0.7857
CAD,2021-12-12,0.786086
CAD,2021-12-13,0.780655
CAD,2021-12-14,0.777137
CAD,2021-12-15,0.779032
CAD,2021-12-16,0.782445
CAD,2021-12-17,0.775747
CAD,2021-12-18,0.775506
CAD,2021-12-19,0.775224
CAD,2021-12-20,0.772974
CAD,2021-12-21,0.773859
CAD,2021-12-22,0.778225
CAD,2021-12-23,0.7797
CAD,2021-12-24,0.780488
CAD,2021-12-25,0.780488
CAD,2021-12-26,0.780274
CAD,2021-12-27,0.781891
CAD,2021-12-28,0.780305
CAD,2021-12-29,0.782283
CAD,2021-12-30,0.784606
CAD,2021-12-31,0.791192
CAD,2022-01-01,0.791192
CAD,2022-01-02,0.790117
CAD,2022-01-03,0.784237
CAD,2022-01-04,0.787135
CAD,2022-01-05,0.78373
CAD,2022-01-06,0.7857
CAD,2022-01-07,0.79113
CAD,2022-01-08,0.790786
CAD,2022-01-09,0.790661
CAD,2022-01-10,0.789525
CAD,2022-01-11,0.795086
CAD,2022-01-12,0.79977
CAD,2022-01-13,0.799328
CAD,2022-01-14,0.796524
CAD,2022-01-15,0.796524
CAD,2022-01-16,0.797244
CAD,2022-01-17,0.798961
CAD,2022-01-18,0.800227
CAD,2022-01-19,0.799268
CAD,2022-01-20,0.799952
CAD,2022-01-21,0.794909
CAD,2022-01-22,0.794909
CAD,2022-01-23,0.795953
CAD,2022-01-24,0.79202
CAD,2022-01-25,0.792559
CAD,2022-01-26,0.789955
CAD,2022-01-27,0.784572
CAD,2022-01-28,0.782981
CAD,2022-01-29,0.782981
CAD,2022-01-30,0.783343
CAD,2022-01-31,0.786442
CAD,2022-02-01,0.788053
CAD,2022-02-02,0.788277
CAD,2022-02-03,0.788675
CAD,2022-02-04,0.783874
CAD,2022-02-05,0.783874
CAD,2022-02-06,0.784471
CAD,2022-02-07,0.789546
CAD,2022-02-08,0.787042
CAD,2022-02-09,0.788861
CAD,2022-02-10,0.785382
CAD,2022-02-11,0.785182
CAD,2022-02-12,0.785182
CAD,2022-02-13,0.786071
CAD,2022-02-14,0.785577
CAD,2022-02-15,0.785895
CAD,2022-02-16,0.787653
CAD,2022-02-17,0.787014
CAD,2022-02-18,0.783914
CAD,2022-02-19,0.783914
CAD,2022-02-20,0.783877
CAD,2022-02-21,0.783874
CAD,2022-02-22,0.78326
CAD,2022-02-23,0.78529
CAD,2022-02-24,0.780625
CAD,2022-02-25,0.786569
CAD,2022-02-26,0.786569
CAD,2022-02-27,0.783985
CAD,2022-02-28,0.789444
CAD,2022-03-01,0.785524
CAD,2022-03-02,0.790795
CAD,2022-03-03,0.789157
CAD,2022-03-04,0.785163
CAD,2022-03-05,0.785163
CAD,2022-03-06,0.78583
CAD,2022-03-07,0.781131
CAD,2022-03-08,0.775886
CAD,2022-03-09,0.781125
CAD,2022-03-10,0.783991
CAD,2022-03-11,0.783502
CAD,2022-03-12,0.783502
CAD,2022-03-13,0.785308
CAD,2022-03-14,0.779967
CAD,2022-03-15,0.783091
CAD,2022-03-16,0.788289
CAD,2022-03-17,0.79175
CAD,2022-03-18,0.793115
CAD,2022-03-19,0.793115
CAD,2022-03-20,0.793563
CAD,2022-03-21,0.794303
CAD,2022-03-22,0.794562
CAD,2022-03-23,0.796048
CAD,2022-03-24,0.798655
CAD,2022-03-25,0.801571
CAD,2022-03-26,0.800801
CAD,2022-03-27,0.800868
CAD,2022-03-28,0.798795
CAD,2022-03-29,0.800074
CAD,2022-03-30,0.801099
CAD,2022-03-31,0.800003
CAD,2022-04-01,0.798783
CAD,2022-04-02,0.798783
CAD,2022-04-03,0.79827
CAD,2022-04-04,0.800842
CAD,2022-04-05,0.801054
CAD,2022-04-06,0.795877
CAD,2022-04-07,0.794423
CAD,2022-04-08,0.795747
CAD,2022-04-09,0.795747
CAD,2022-04-10,0.795008
CAD,2022-04-11,0.791092
CAD,2022-04-12,0.791449
CAD,2022-04-13,0.795744
CAD,2022-04-14,0.792835
CAD,2022-04-15,0.792776
CAD,2022-04-16,0.792776
CAD,2022-04-17,0.792666
CAD,2022-04-18,0.793597
CAD,2022-04-19,0.793377
CAD,2022-04-20,0.800791
CAD,2022-04-21,0.794291
CAD,2022-04-22,0.78647
CAD,2022-04-23,0.785173
CAD,2022-04-24,0.786062
CAD,2022-04-25,0.785167
CAD,2022-04-26,0.780838
CAD,2022-04-27,0.780244
CAD,2022-04-28,0.78093
CAD,2022-04-29,0.778619
CAD,2022-04-30,0.778619
CAD,2022-05-01,0.777877
CAD,2022-05-02,0.77672
CAD,2022-05-03,0.779153
CAD,2022-05-04,0.785062
CAD,2022-05-05,0.779566
CAD,2022-05-06,0.776516
CAD,2022-05-07,0.776516
CAD,2022-05-08,0.774063
CAD,2022-05-09,0.76871
CAD,2022-05-10,0.767348
CAD,2022-05-11,0.769524
CAD,2022-05-12,0.767781
CAD,2022-05-13,0.774869
CAD,2022-05-14,0.774869
CAD,2022-05-15,0.774734
CAD,2022-05-16,0.778122
CAD,2022-05-17,0.780731
CAD,2022-05-18,0.776278
CAD,2022-05-19,0.780016
CAD,2022-05-20,0.778846
CAD,2022-05-21,0.778846
CAD,2022-05-22,0.780366
CAD,2022-05-23,0.782011
